DESCRIPCION,MONTO_CONTRATADO,lat,lon
"Las presentes bases Administrativas Generales norman el proceso de la propuesta pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución del servicio denominado “PROVISIÓN E INSTALACIÓN EQUIPAMIENTO VIAL PARA REÑACA ALTO NORTE” PROGRAMA “QUIERO MI BARRIO” REÑACA ALTO NORTE.",36805364.0,-33.0034226858797,-71.481918387546
La obra contempla el cambio de cubierta de la Escuela Pedro Aguirre Cerda,110785550.0,-33.0066376532118,-71.5396735760799
"Las presentes bases norman el proceso de la propuesta pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada “CAMPAMENTO MANUEL BUSTOS, EJECUCIÓN ESCALERA HUASCO” de la comuna de Viña del Mar, en conformidad al Convenio de Transferencia de Recursos Programa de Campamentos entre Secretaría Regional Ministerial de Vivienda y Urbanismo, Región de Valparaíso, Servicio de Vivienda y Urbanización, Región de Valparaíso e Ilustre Municipalidad de Viña del Mar.",198579869.0,-33.0187170692854,-71.4857830713314
"Las presentes bases norman el proceso de la Propuesta Pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada “RESTAURACIÓN PALACIO VERGARA DE VIÑA DEL MAR” CÓDIGO BIP 30099775-0, en conformidad a la autorización del proyecto y Transferencia de Recursos, Fondo Recuperación de Ciudades, Subsecretaría de Desarrollo Regional y Administrativo y Municipalidad de Viña del Mar.   ",4960094851.0,-33.0282164698321,-71.5539443492889
"Las presentes Bases Administrativas Generales regulan los aspectos administrativos, financieros, económicos y legales involucrados en la licitación pública para la contratación del “SERVICIO DE MANTENCIÓN DEL ALUMBRADO PÚBLICO DE LA COMUNA DE VIÑA DEL MAR” ",29625336.0,-33.0247968160032,-71.5539998906447
Según lo indica Resolución Adjunta.,499777996.0,-33.0286939624521,-71.5431993776556
ADQUISICIÓN DE OBRAS COMPLEMENTARIAS DE AIRE COMPRIMIDO PARA EL HOSPITAL DOCTOR GUSTAVO FRICKE,158250582.00000003,-33.0286771932158,-71.543265975891
"Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra “MEJORAMIENTO PAVIMENTO SALVADOR VERGARA, ENTRE O`HIGGINS Y FRESIA, REÑACA VIÑA DEL MAR CODIGO BIP 40004178-0.",234443576.0,-32.9722533432338,-71.527207272207
CONSERVACIÓN RESIDENCIA PRESIDENCIAL VIÑA DEL MAR TRIENAL 2016-2018. OBRAS 2016,67642557.0,-33.019983017,-71.564330384
"El proyecto contempla el cambio de puerta y ventanas, de revestimiento interior y exterior del pabellon H. Ademas se considera la remodelacion de la cocina y comedor del establecimiento. Tambien obras de mejoramiento de circulacion exterior. ",242586853.0,-33.0224993086744,-71.5171568760574
"PROGRAMA DE VIALIDAD URBANA, CONSTRUCCIÓN PUENTES ESTERO REÑACA, VIA PIV ETAPA 3, COMUNA DE VIÑA DEL MAR",21800000000.0,-32.9724637849874,-71.5363322280267
"La obra de conservación de baños en el Liceo Benjamin Vicuña Mackenna considera en la remodelación de los baños de alumnos, alumnas ubicado entre los entre pisos del pabellon A debido a las malas condiciones anteriores de éstos, lo que se traduce en el cambio de revestimientos y la instalación de nuevos artefactos de baño, tales como, lavamanos, urinarios e inodoros con descarga silenciosa. Además, se eliminó divisiones metálicas para construir casetas de inodoros en estructura de aluminio.",42403489.0,-33.0295163600705,-71.5821799635887
El proyecto contempla la reparacion de la cubierta de la escuela Humberto Vilches ,31952117.0,-33.0128245437754,-71.5462785959244
"Las presentes bases Administrativas Generales norman el proceso de la propuesta pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución del servicio denominado “PLAN DE ARBORIZACIÓN Y SOCIALIZACIÓN NUEVO HORIZONTE II y BRISAS DEL MAR, SECTOR GLORIAS NAVALES, COMUNA DE VIÑA DEL MAR”, en conformidad al Convenio de Transferencia e Implementación Fase II: Implementación del Plan de Regeneración del Conjunto Habitacional Programa Recuperación de Condominios Sociales Segunda Oportunidad entre Secretaría Regional Ministerial de Vivienda y Urbanismo, Región de Valparaíso, Servicio de Vivienda y Urbanización, Región de Valparaíso e Ilustre Municipalidad de Viña del Mar. ",35750000.0,-32.9871601886178,-71.5048146932518
"Las presentes bases norman el proceso de la propuesta pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada  “CONSTRUCCION MURO CONTENCIÓN CALLE DEL CERRO, CHORRILLOS, VIÑA DEL MAR” CÓDIGO BIP Nº40004285-0. ",63374924.0,-33.0371493741768,-71.5331901800783
"PROGRAMA ASENTAMIENTOS PRECARIOS, EJECUCIÓN SANEAMIENTO SANITARIO, CAMPAMENTO “LAS CHILCAS” ETAPA I, COMUNA DE VIÑA DEL MAR, REGIÓN DE VALPARAÍSO",29995342.0,-33.0386423785998,-71.5359487416151
"Las presentes Bases Administrativas Generales norman el proceso de la Propuesta Pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución del proyecto denominado OBRA DE CONFIANZA: ”ILUMINACIÓN BARRIO ESPERANZA LAS PALMAS FORESTAL ALTO”, en conformidad al Convenio de Ejecución y Transferencia Programa Recuperación de Barrios Obra de Confianza 2018, entre Servicio de Vivienda y Urbanización Región de Valparaíso, Secretaría Regional Ministerial de Vivienda y Urbanismo, Región de Valparaíso, e Ilustre Municipalidad de Viña del Mar.",24422688.0,-33.0432778207588,-71.5491413534424
"contratar un servicio que permita poder restaurar los sistemas de ventanas tipo termopanel DVH con marco de aluminio, que fueron destrozados en los incidentes de manifestaciones masivas en Viña del Mar, dañando gran superficie del primer piso como del segundo, en los  ventanales que dan hacia calle Arlegui y Quillota.",25000000.0,-33.0246537089653,-71.5494006872177
"Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra denominada “CONSTRUCCIÓN MURO DE CONTENCIÓN CALLE LOS LIRIOS, VIÑA DEL MAR CODIGO BIP 40005875-0",62381585.0,-33.0135152023634,-71.5405726380229
"Las presentes Bases Administrativas Generales norman el proceso de la Propuesta Pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución del proyecto denominado “EJECUCIÓN OBRAS DE ALUMBRADO PÚBLICO CAMPAMENTO REÑACA ALTO”, en conformidad al Convenio de Transferencia de Recursos, Programa Asentamiento Precarios entre Secretaría Regional Ministerial de Vivienda y Urbanismo, Servicio de Vivienda y Urbanización Región de Valparaíso e Ilustre Municipalidad de Viña del Mar.",36231150.0,-33.0039777558609,-71.4814777197449
"Las presentes bases norman el proceso de la propuesta pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada “REPAVIMENTACION Y AGUAS LLUVIA CALLE NUEVA CENTRAL DE VIÑA DEL MAR”",124369748.0,-33.0250892542644,-71.5482193907574
"CONSTRUCCIÓN SANEAMIENTO SANITARIO CAMPAMENTO MANUEL BUSTOS ETAPA 1A, COMUNA DE VIÑA DEL MAR",924533783.0,-33.0188938329813,-71.487848387264
La licitación contempla obras de Conservación de infraestructura ATENCIÓN PRIMARIA DE SALUD (APS) en CESFAM Cienfuegos,41541900.0,-33.0042256023597,-71.5406695708976
"Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución del “CONSERVACION ESCUELA JOHN KENNEDY” CODIGO BIP 301345815-0 ",248860688.0,-33.0356101156397,-71.5026390552521
Según Resolución Adjunta.,44278196.0,-33.0287666896155,-71.5431324268528
"contratar servicio reponga la estructura soportante de la cubierta Bloque A y mejoras varias correspondientes al 3er. piso del inmueble del servicio público, consistente, en términos generales en: a Desarme de cubierta; b Cambio de estructura de techumbre existente; c Reposición de planchas tipo Panel Alta Densidad de Poliuretano; d Reposición de canales y bajadas de aguas lluvias y Reparación y configuración de nueva circulación segura en sector terraza tercer piso. ",37017600.0,-33.0246156067426,-71.5493618079693
"Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra denominada “CONSTRUCCION MURO DE CONTENCION CALLE LAS HERAS, VIÑA DEL MAR”CODIGO BIP 40006121-0.",94842200.0,-33.031391498411,-71.5435161934624
"Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra.",56084786.0,-33.0250760799611,-71.5080032313522
"Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra denominada “MEJORAMIENTO PAVIMENTO AVENIDA GENERAL BULNES REÑACA, VIÑA DEL MAR” CODIGO BIP 40008126-0.",560462304.0,-32.9705207918341,-71.530959843054
La obra contempla las obras de Conservación taller de gastronomía en escuela Juanita Aguirre,14267615.999999998,-33.0265670075924,-71.5440773664094
"Las presentes bases norman el proceso de la propuesta pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada REPOSICIÓN DE ACERAS CALLE ULISES POIRIER (TRAMO ARTURO GODOY Y GUACOLDA), SECTOR ACHUPALLAS, COMUNA DE VIÑA DEL MAR CODIGO Nº 1-B-2018-567. ",17202899.0,-33.0097039112081,-71.5059857333435
"Las presentes bases norman el proceso de la propuesta pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada “CONSTRUCCION MURO DE CONTENCION CALLE SOUTHER”CODIGO 1-C-2018-370. ",22732133.0,-33.0374945169957,-71.5322186669917
"Las presentes bases norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución del “PROYECTO CONSERVACION BAÑOS Y DUCHAS ESCUELA E-124, VIÑA DEL MAR” CODIGO BIP 30473436-0",52500000.0,-33.0019714168069,-71.5056999288234
"Las presentes Bases Administrativas Generales regulan los aspectos administrativos, financieros, económicos y legales involucrados en la licitación pública para la contratación del “SERVICIO DE MANTENCIÓN DEL ALUMBRADO PÚBLICO DE LA COMUNA DE VIÑA DEL MAR”",34540001.0,-33.0234264594315,-71.5532040596008
"Obra de Climatización de Tableros Eléctricos, HGF",137849044.0,-33.0291924306373,-71.5426468849182
La obra contempla el cambio de pisos de salas de clases y compra de equipamiento. ,37027058.0,-33.0280601801739,-71.5484082698822
"Las presentes bases  norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra denominada “MEJORAMIENTO PAVIMENTO CIRCUITO LOMAS LATORRE-ACHUPALLAS, VIÑA DEL MAR” CODIGO BIP 400089387-0.",875879170.0,-33.0146733361522,-71.4973926544189
El proyecto contempla la reposicion de la  infraestructura del Jardin Infantil Mi Dulce Villa,234916308.0,-33.0358938112022,-71.5029975771904
"Las presentes bases norman el proceso de la propuesta pública que efectúa la  Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada 
“CONSTRUCCION SEDE CENTRO CULTURAL Y PLAZA DE JUEGOS MARANATA, MIRAFLORES” CÓDIGO BIP 40018151-0.
",78268794.0,-33.0239077210655,-71.509473323822
"Las presentes bases norman el proceso de la propuesta pública que efectúa la  Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada 
“MTT2020 HABILITACIÓN DE CICLOVIA CALLE 1 PONIENTE ENTRE CALLES 1 NORTE Y SAN MARTIN COMUNA DE VIÑA DEL MAR” CODIGO Nº 1-C-2020-1627.
",15411128.0,-33.0222187960048,-71.5527588129043
Conservacion de infraestructura en Jardin Infantil Tia Cecilia,167630204.0,-33.0331488778293,-71.5620727526992
El proyecto contempla obras de conservación de infraestructura en la escuela Unesco. ,251904556.0,-32.9957747233429,-71.5138535244738
"Las presentes bases norman el proceso de la propuesta pública que efectúa la  Municipalidad de Viña del Mar, para la contratación y ejecución de la obra denominada 
“APLICACIÓN SELLO SUPERFICIAL DE ALTA FRICCION  AVENIDA LA MARINA”
",92945906.0,-33.0194165932991,-71.5645015239716
"“PROVISION E INSTALACION DE PUERTAS ESTRUCTURA METALICA SALAS UPS
HOSPITAL DOCTOR GUSTAVO FRICKE” del Servicio de Salud Viña del Mar-
Quillota”.",16738400.000000002,-33.0292339359167,-71.5425692078352
El proyecto contempla obras de conservación de infraestructura en la escuela Santa Julia,251314715.0,-33.00252596941,-71.5064349230549
El objeto de la contracion es la obra de Ampliación y habilitación recintos en Sapu Gómez Carreño,33908750.0,-32.9922688423489,-71.5256695122309
La licitación contempla obra de conservación en la escuela Patricio Lynch,246967661.0,-33.029203248046,-71.5220966219349
"Las presentes bases  norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra denominada “CONSTRUCCION MURO DE CONTENCION CALLE DARWIN, VIÑA DEL MAR” CODIGO BIP 40005874-0.

",77133038.0,-33.0327363817555,-71.5000104904175
Según Resolución Adjunta.,25556440.0,-33.0290987613223,-71.5426818606508
"Las presentes Bases Administrativas Generales norman el proceso de la Propuesta Pública que efectúa la “MEJORAMIENTO DEL ALUMBRADO PÚBLICO,  BARRIO GLORIAS NAVALES 4º SECTOR”, en conformidad al Convenio de Ejecución  y Transferencia  Programa Recuperación de Barrios Obra de Confianza, entre Servicio de Vivienda y Urbanización Región de Valparaíso, Secretaría Regional Ministerial de Vivienda y Urbanismo, Región de Valparaíso e Ilustre Municipalidad de Viña del Mar.",26208980.0,-32.9923367905682,-71.5063083171844
"Adquisición mediante Gestión de Licitación de  “MEJORA OBRAS EQUIPAMIENTO INDUSTRIAL”, debido a la necesidad de contar con estos Servicios para el Proyecto de Normalización Hospital Dr. Gustavo Fricke, perteneciente a la Red de hospitales del Servicio de Salud Viña del Mar-Quillota.",96638656.0,-33.0292553954794,-71.5426987409592
"Las presentes Bases Administrativas Generales regulan los aspectos administrativos, financieros, económicos y legales involucrados en la licitación pública para la contratación del servicio de obra denominado “BACHEO Y RECAPADO DE CALZADAS POR METRO CUADRADO EN DIVERSOS SECTORES DE LA COMUNA, PERIODOS 2021 – 2023”",36206.0,-33.025068135508,-71.5627098083496
SERVICIO DE ENSEÑANZA IDIOMA INGLÉS PARA LOS GRUMETES DE LA ACADEMIA POLITÉCNICA NAVAL.,73420000.0,-32.989385154332,-71.5446317195892
"Adquisicion de Habilitación de Control para Equipo de Climatización en Data Center Principal, Nuevo Hospital Doctor Gustavo Fricke Adquisición mediante Gestión de Licitación. debido a la necesidad de contratar las obras correspondientes al Proyecto Normalización Hospital Dr. Gustavo Fricke de Viña del Mar, perteneciente a la Red de hospitales del Servicio de Salud Viña del Mar-Quillota",15401178.999999998,-33.0292746633067,-71.5426118250003
"Habilitación de Control para Chiller de Piscina Terapéutica, en unidad de Medicina Física y Rehabilitación, Nuevo Hospital Doctor Gustavo Fricke
Adquisición mediante Gestión de Licitación de “Habilitación de Control para Chiller de Piscina Terapéutica, en unidad de Medicina Física y Rehabilitación, Nuevo Hospital Doctor Gustavo Fricke”. debido a la necesidad de contratar las obras correspondientes al Proyecto Normalización Hospital Dr. Gustavo Fricke de Viña del Mar, perteneciente a la Red de hospitales del Servicio de Salud Viña del Mar-Quillota",18634001.0,-33.0293155152678,-71.5427569624055
"Proyecto Climatización de Odontología y Oncología Ambulatoria, Hospital Doctor Gustavo Fricke.",50145000.0,-33.0295589753368,-71.5421319007874
"SE NESECITA CONTRATAR EL SERVICIO DE DESPEJE DE CAMINOS, CORTAFUEGOS Y ACCESO CON MOTONIVELADORA PARA ORDVALP.",5850000.0,-32.9929801981677,-71.5329480171203
El proyecto considera la Habilitación del Centro de Cuidados Radiológicos Municipal,108147767.0,-33.0130997846339,-71.5468183904886
ADQUISICIÓN DE INSTALACIONES ELÉCTRICAS PARA EL NUEVO HOSPITAL GUSTAVO FRICKE.,22647004.0,-33.0283783811282,-71.5432047843933
La licitación contempla obras de conservación de infraestructura  en la escuela Gastón Ossa Saint Marie,252002163.0,-33.0326520571627,-71.4815005660057
"LP 118-2021 EJECUCIÓN DE OBRAS AJUSTES DE VIVIENDA, CERCO Y RECONSTRUCCIÓN PARCIAL DE VIVIENDA 79 LOTES, CAMPAMENTO FÉNIX, REÑACA ALTO, COMUNA DE VIÑA DEL MAR",95812292.0,-33.001541717117,-71.4756017383288
La licitación contempla obras de Reposición de infraestructura en el Jardin Infantil Mi Dulce Villa,227713221.0,-33.0360938092303,-71.5023887156349
La licitación contempla la Habilitación PIE en escuela Ptde JM Balmaceda,8950619.0,-33.0252547898932,-71.5696835517883
"Las presentes bases  norman el proceso de la propuesta pública que efectúa en forma conjunta el Gobierno Regional de la Región de Valparaíso, en su calidad de Mandante y la I. Municipalidad de Viña del Mar, en su calidad de Unidad Técnica, para contratar la ejecución de la obra denominada CONSTRUCCION MURO DE CONTENCION EN CALLE PADRE HURTADO, VIÑA DEL MAR” CODIGO 40028023

El proyecto contempla la ejecución de las siguientes obras: Mejoramiento de las veredas y zarpas, suministro y colocación de barandas, y construcción de muro de contención.
",60832616.99999999,-33.0359586450664,-71.5625810623169
"Las presentes Bases Administrativas Generales norman el proceso de la Propuesta Pública que efectúa la Municipalidad de Viña del Mar, para la contratación y ejecución del proyecto  “MEJORAMIENTO DEL ALUMBRADO PÚBLICO,  BARRIO ELEONOR ROOSEVELT”, en conformidad al Convenio de Ejecución  y Transferencia  Programa Recuperación de Barrios Obra de Confianza, entre Servicio de Vivienda y Urbanización Región de Valparaíso, Secretaría Regional Ministerial de Vivienda y Urbanismo, Región de Valparaíso e Ilustre Municipalidad de Viña del Mar.",30707188.0,-33.0289360733157,-71.5193545818329
La licitación contempla la ejecución de obras de conservación de infraestructura en la escuela Enrique Cárdenas Rivera,252100000.0,-32.9942894956505,-71.4850544929504
Conservación Infraestructura de Apoyo MOP 2013-2015. Conservación 2014 Isla de Pascua.,159733750.0,-27.156251,-109.435616
Limpieza y Despeje del Sistema de Drenajes del   Aeropuerto Mataveri de Isla de Pascua,12000000.0,-27.1615,-109.4291
Ejecutar la obra de construccion de una sala multiuso en dependencias de la Corporacion Nacional Forestal de acuerdo al diseño arquitectonico que define los requerimientos del proyecto.,63744445.0,-27.1643971793027,-109.440404176712
"Suministro de Confección y Traslados de estructuras metálicas correspondientes a la Conservación Obras Complementarias Caletas Pesqueras Isla de Pascua, Región de Valparaíso",34919553.0,-27.1240007000739,-109.273753166199
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PUBLICA PARA EL ESTUDIO DEL PROYECTO DENOMINADO: “CONSTRUCCION DE GALPON PARA OPERACIONES Y ALMACENAJE DE MAQUINARIAS VERTEDERO MUNICIPAL VAI A ORI COMUNA DE ISLA DE PASCUA” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA,29500000.0,-27.1604142701027,-109.389753341675
Compra de Servicios de Conservación de Cubierta de Edificio Terminal del Aeropuerto Mataveri de Isla de Pascua que permita mantener en óptimas condiciones la techumbre del actual Edificio Terminal.,44467.0,-27.1587556770434,-109.429965019226
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PUBLICA PARA LA EJECUCIONDEL PROYECTO DENOMINADO: “PAVIMENTACIÓN Y HABILITACIÓN DE ESTACIONAMIENTOS CEMENTERIO DE HANGA ROA”,104649770.0,-27.1433928324844,-109.426829516888
"MOP DAP, solicita ofertas para la adquisición de Balizas para Maquinarias y Vehículos a las condiciones establecidas en las presentes Bases Administrativas y Especificaciones Técnicas adjuntas.",820000.0,-27.1620704521174,-109.427813887596
Habilitación de oficinas administrativas y módulos Museo Isla de Pascua,97000000.0,-27.1434214742097,-109.424278736115
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PUBLICA PARA LA EJECUCION DEL PROYECTO DENOMINADO: “AMPLIACION MUNICIPALIDAD DE ISLA DE PASCUA” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA,333291752.0,-27.1483286481032,-109.428495168686
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PUBLICA PARA LA EJECUCION DEL PROYECTO DENOMINADO: “CONSTRUCCIÓN GIMNASIO LICEO ALDEA EDUCATIVA” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA,369455011.0,-27.1224633167559,-109.414386749268
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTAPÚBLICA PARA LACONSTRUCCION DEL PROYECTO DENOMINADO:  “CENTRO LECTOR RONGO RONGO” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA ,736362293.0,-27.1479658683051,-109.426939487457
"Contratar los servicios para el mantenimiento y mejoramiento de sitios sin control de acceso al interior del Parque Nacional Rapa Nui (AKAPU y VINAPU), consistentes en la mantención y faenas de: 1 Reparación Pircas 2 Cierres de sitios patrimoniales para evitar entrada de ganado 3 Mantención de cubierta vegetal invasiva y otras funciones a especificar en las bases técnicas de esta licitacion.",13000000.0,-27.1338690518689,-109.425917565823
"Contratar los servicios para el mantenimiento y mejoramiento de sitios sin control de acceso al interior del Parque Nacional Rapa Nui (AKAPU y VINAPU), consistentes en la mantención y faenas de: 1 Reparación Pircas 2 Cierres de sitios patrimoniales para evitar entrada de ganado 3 Mantención de cubierta vegetal invasiva y otras funciones a especificar en las bases técnicas de esta licitacion.",13000000.0,-27.1756387646407,-109.406860470772
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PUBLICA PARA LA EJECUCION DEL PROYECTO DENOMINADO: “REPARACION TECHUMBRE CENTRO ADULTO MAYOR” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA,29973600.0,-27.1504909822382,-109.4232031703
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PÚBLICA PARA EL PROYECTO DENOMINADO:  “MEJORAMIENTO DE INFRAESTRUCTURA ESCOLAR PUBLICA COLEGIO LORENZO BAEZA VEGA” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA,183450513.00000003,-27.147975415157,-109.426805377007
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PÚBLICA DEL PROYECTO DENOMINADO:  “REPOSICION CIERRE PERIMETRAL CANCHA MUNICIPAL” ID PROYECTO: 1-B-2017-560 ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA,27000000.0,-27.147183023675,-109.430072307587
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL SEGUNDO LLAMADO A PROPUESTA PUBLICA PARA LA EJECUCION DEL PROYECTO DENOMINADO: “CONSTRUCCIÓN PLAZA MIRU” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA ,37000000.0,-27.1343989677465,-109.416747093201
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL SEGUNDO LLAMADO A PROPUESTA PUBLICA PARA LA EJECUCION DEL PROYECTO DENOMINADO: “REMODELACION PLAZA LIBERTAD” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA ,22000000.0,-27.1486245991713,-109.424139261246
BASES ADMINISTRATIVAS ECONOMICAS Y TECNICAS GENERALES DEL LLAMADO A PROPUESTA PÚBLICA DEL PROYECTO DENOMINADO:  “MEJORAMIENTO SECTOR CANCHA DE ARA PIKI” CODIGO BIP: 40004232-0 ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA,30148500.0,-27.1486931465575,-109.416965277363
BASES ADMINISTRATIVAS ECONOMICAS GENERALES DEL LLAMADO A PROPUESTA PUBLICA PARA LA EJECUCCION DEL PROYECTO DENOMINADO: “CONSTRUCCION OBRAS DE CIERRE VERTEDERO ORITO ISLA DE PASCUA” ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA ,764973170.0,-27.1584616937648,-109.405530786273
Contratación de Servicios de conservación de cubierta del edificio terminal del Aeropuerto Mataveri en una superficie total de 481 metros cuadrados de acuerdo a requerimientos en Bases Técnicas Adjuntas.,89300.0,-27.158743826633,-109.430134284844
"CONSTRUCCIÓN DE VIVIENDAS PARA BENEFICIARIOS DEL PROGRAMA DE HABITABILIDAD RURAL DS 10, COMUNA DE ISLA DE PASCUA ETAPA II",1161396615.0000002,-27.1356493550607,-109.411429679778
Adquisición de 02 containers para almacenamiento de materiales y equipos de la Conservación Menor del Aeropuerto Mataveri de Isla de Pascua.,2521000.0,-27.1651488808003,-109.421210289001
MEJORAMIENTO GIMNASIO CENTENARIO LOS ANDES,172896319.0,-32.8399288356182,-70.599949657917
"reposición pavimento Granadino, Celedón, Potrerillo comuna Los Andes",949003011.0,-32.8337538604106,-70.5777812004089
construcción veredas sector sur los andes,34672857.0,-32.8325517819351,-70.6001804172708
"mejoramiento infraestructura escolar, Escuela Gabriela Mistral",67860672.0,-32.8302717963446,-70.5746644735336
Mejoramiento infraestructura escolar Liceo Técnico Amancay,37349750.0,-32.8351646772707,-70.5969214439392
Residencia para alumnos Hospital San Juan de Dios,53563415.0,-32.8293016296067,-70.5963157519
"Consiste, en la contratación de una empresa, para la ejecución de soluciones sanitarias particulares de alcantarillado para los servicios higiénicos de las viviendas existentes, ubicada en el sector Las Vizcachas, Comuna de Los Andes. El sistema de alcantarillado particular deberá tener capacidad para un número de usuarios de 6 personas, requerimiento según RIDAA para viviendas sociales. Resolviendo el problema sanitario de 438 personas en promedio que habitan en 73 viviendas del sector.",414089034.00000006,-32.8325517819351,-70.6001804172708
remodelación baños públicos y mejoramiento cerco oeste estadio regional los andes,33698896.0,-32.8392798073288,-70.6037825345993
ampliación sede comunitaria Pablo Neruda Los Andes,41089140.00000001,-32.8397350290565,-70.605166554451
"mejoramiento infraestructura escolar, Escuela España",71315418.0,-32.8335239807792,-70.5934774875641
mejoramiento multicancha alto aconcagua los andes,46998195.0,-32.8333076229353,-70.5766439437866
construcción pérgola floristas cementerio los andes,43461486.0,-32.8267850879453,-70.5975544453077
los andes crece con videoprotección para el damero central (2),88700522.0,-32.8325007838271,-70.6005209231256
construcción veredas norte II etapa Los Andes,39787049.0,-32.8338845760141,-70.5737900733948
"construcción veredas sector sur II etapa, Los Andes",36392667.0,-32.8455580555201,-70.6010788679123
"mejoramiento infraestructura escolar, Escuela Río Blanco",462521152.0,-32.9097550090302,-70.3042199985066
"CONSTRUCCIÓN EJE PÚBLICO ELIAS FONSECA, BARRIO ALONSO DE ERCILLA, COMUNA DE LOS ANDES",227000000.0,-32.8424077194377,-70.6106328964233
suministro e instalación máquinas de ejercicio varios sectores los andes,23477674.0,-32.8380673737154,-70.6130790703901
instalación iluminación y equipamiento led colegios municipales,98076238.0,-32.8378284907906,-70.5991315639494
